,id,rank,FDR,sign,log_FDR,log_rank,srank,desc
cgd5_3850-RA-p1,21,58.398373,0.00476,-,2.3142582613977365,1.7664007476780674,-58.398373,Adapter-protein complex 1 gamma subunit
cgd4_2780-RA-p1,22,50.877058,0.00818,+,2.0824944904474534,1.7065219899967488,50.877058,DnaJ domain containing protein
cgd6_3330-RA-p1,23,47.35623,0.01087,-,1.9601894458516498,1.675377121177556,-47.35623,SPX/VTC domain containing protein
cgd2_3913-RA-p1,24,45.582444,0.01208,+,1.914709421769935,1.658797607093989,45.582444,Uncharacterized protein
cgd3_1540-RA-p1,25,44.289341,0.0136,+,1.86359655186601,1.6462992182799538,44.289341,Signal peptide containing protein
cgd6_2470-RA-p1,26,44.241386,0.0136,+,1.86359655186601,1.6458287241448135,44.241386,Sulfhydryl oxidase
cgd5_1490-RA-p1,27,43.50411,0.01407,-,1.8489367466462499,1.6385302883569917,-43.50411,Uncharacterized Secreted Protein
cgd4_2120-RA-p1,28,42.993333,0.01429,-,1.8422411139531363,1.6334011145145146,-42.993333,PX domain containing protein
cgd4_3630-RA-p1,29,42.850176,0.01429,+,1.8422411139531363,1.631952610055526,42.850176,Uncharacterized protein
cgd4_2590-RA-p1,30,41.762692,0.015330000000000002,-,1.8119156262850618,1.6207884852783063,-41.762692,Glycerophosphodiester phosphodiesterase-like protein
cgd3_3410-RA-p1,31,41.416446,0.01581,-,1.7986028756795485,1.6171728287725249,-41.416446,Uncharacterized protein
cgd8_600-RA-p1,32,40.139818,0.016880000000000003,+,1.7703181576823241,1.6035753989991275,40.139818,"Serine aminopeptidase, S33"
cgd4_4400-RA-p1,33,38.925968,0.01939,-,1.7104110474574032,1.5902394212872042,-38.925968,Uncharacterized protein
cgd3_3370-RA-p1,34,38.447371999999994,0.020880000000000003,-,1.6784015695346561,1.5848666597446233,-38.447371999999994,Uncharacterized protein
cgd2_1120-RA-p1,35,38.328441,0.02114,-,1.6730500058340012,1.583521154791351,-38.328441,molybdopterin synthase sulphurylase/Rhodanese-like domain containing protein
cgd5_3450-RA-p1,36,37.976092,0.02114,+,1.6730500058340012,1.5795102708233208,37.976092,Nascent polypeptide-associated complex subunit alpha
cgd6_3640-RA-p1,37,37.512586,0.02162,-,1.66334017654558,1.574177004081896,-37.512586,"Disulfide-isomerase, signal peptide plus ER retention motif"
cgd2_2100-RA-p1,38,35.862678,0.025,+,1.6004993386853894,1.5546427168267543,35.862678,Uncharacterized protein
cgd2_130-RA-p1,39,35.473725,0.02538,+,1.5939710550363848,1.5499067949564225,35.473725,60S acidic ribosomal protein LP2
cgd1_3210-RA-p1,40,33.718209,0.0295,-,1.528855034839367,1.5278644982755287,-33.718209,Uncharacterized protein
cgd3_1330-RA-p1,41,33.63706,0.0295,+,1.528855034839367,1.5268180298852458,33.63706,Uncharacterized protein
cgd6_3820-RA-p1,42,32.070917,0.035480000000000005,+,1.4489161348142197,1.5061113778375868,32.070917,Aspartic peptidase A1 family
cgd7_1080-RA-p1,43,31.980414,0.035480000000000005,-,1.4489161348142197,1.5048840815725586,-31.980414,elf3f/JAB1/Mov34/MPN/PAD-1 ubiquitin protease
cgd3_2360-RA-p1,44,31.368419,0.03795,-,1.4197594917346237,1.496492630368808,-31.368419,Peptidase S59 nucleoporin
cgd8_3330-RA-p1,45,31.170776,0.038,+,1.4191890273390537,1.493747614221753,31.170776,Translation initiation factor 1A
cgd7_4020-RA-p1,46,30.980381,0.03935,+,1.4040630937308263,1.4910867544554707,30.980381,Cryptopsoridial mucin
cgd2_2110-RA-p1,47,30.849058000000003,0.03935,+,1.4040630937308263,1.4892419070516572,30.849058000000003,Uncharacterized protein
cgd8_500-RA-p1,48,30.273184999999998,0.03938,+,1.4037328736044847,1.4810581148831854,30.273184999999998,EF-hand calcium-binding domain containing protein
cgd7_1930-RA-p1,49,29.713354,0.04204,-,1.3754085408731522,1.4729516770974518,-29.713354,Creatinase/Aminopeptidase P/Spt16/cdc68p/PH-like domain-containing protein
cgd7_5140-RA-p1,50,29.463267,0.0424,+,1.3717132689104856,1.469280901413817,29.463267,Uncharacterized Protein
cgd5_70-RA-p1,51,29.255333,0.04275,-,1.368150537840182,1.4662050458492117,-29.255333,Phosphoenolpyruvate carboxylase
cgd2_1350-RA-p1,52,29.123078999999997,0.04275,-,1.368150537840182,1.4642372882928127,-29.123078999999997,26S proteasome subunit P45/AAA+ ATPase core domain containing protein
cgd4_1350-RA-p1,53,28.86604,0.0434,+,1.361610592334664,1.4603872090934287,28.86604,"RCC1/WD40/YVTN/Zinc finger, RanBP2-type containing protein"
cgd3_2320-RA-p1,54,28.036255999999998,0.04685,-,1.328456914737426,1.447720016887187,-28.036255999999998,cGMP phosphodiesterase A4
cgd2_920-RA-p1,55,27.993132,0.04685,-,1.328456914737426,1.447051492043197,-27.993132,Peptidase M16(Insulinase)
cgd2_4270-RA-p1,56,26.643991999999997,0.05393,+,1.2674454201485679,1.425599294585618,26.643991999999997,Secreted insulinase-like peptidase
cgd8_5300-RA-p1,57,25.954839,0.0586,+,1.2314358904864267,1.4142183392588499,25.954839,Uncharacterized Secreted Protein
cgd8_2370-RA-p1,58,25.847759,0.0586,-,1.2314358904864267,1.4124228957424074,-25.847759,Adenosine kinase/Carbohydrate kinase PfkB
cgd7_850-RA-p1,59,25.755009,0.0586,+,1.2314358904864267,1.410861705979349,25.755009,Patched family protein/Sterol-sensing domain-containing protein
cgd6_4350-RA-p1,60,25.484179,0.0586,-,1.2314358904864267,1.4062706468902755,-25.484179,26S proteasome subunit P45
cgd2_790-RA-p1,61,25.397545,0.0586,+,1.2314358904864267,1.4047917384907234,25.397545,LH2/LCCL/SRCR domain containing protein
cgd8_4390-RA-p1,62,24.982573000000002,0.06081,+,1.2153827073671246,1.3976371651092296,24.982573000000002,Uncharacterized protein
cgd3_830-RA-p1,63,24.689239,0.06175,+,1.2087305190897315,1.392507703816332,24.689239,60S ribosomal protein L35
cgd2_2950-RA-p1,64,24.663158,0.06175,-,1.2087305190897315,1.392048685161698,-24.663158,RING/Armadillo-type fold domain containing protein
cgd6_313-RA-p1,65,24.608514000000003,0.06175,+,1.2087305190897315,1.3910853893596498,24.608514000000003,Uncharacterized protein
cgd4_1133-RA-p1,66,24.374914999999998,0.06175,+,1.2087305190897315,1.386943109905125,24.374914999999998,Uncharacterized protein
cgd2_1070-RA-p1,67,24.106711999999998,0.06299,+,1.2001083153431347,1.3821379794511013,24.106711999999998,40S ribosomal protein S25
cgd1_1080-RA-p1,68,23.85719,0.06397,-,1.193413065672197,1.3776192893191792,-23.85719,Alpha beta hydrolase
cgd7_300-RA-p1,69,23.749407,0.06397,+,1.193413065672197,1.3756527701780237,23.749407,"CpCCP2 extracellular protein with a signal peptide, ricin, discoidin, NEC, LCCL, 2 levanase and an apicomplexan-specific cysteine-rich repeat ("
cgd7_1730-RA-p1,70,23.339971,0.06614,+,1.1789452449531117,1.368100312097192,23.339971,CpCCp1/Cpa135
cgd8_5090-RA-p1,71,22.931652,0.06972,+,1.1560823619936076,1.3604353425031928,22.931652,Uncharacterized protein
cgd5_2180-RA-p1,72,22.78501,0.07028,+,1.1526124489726046,1.35764922352386,22.78501,Uncharacterized protein
cgd8_3520-RA-p1,73,22.62559,0.07028,+,1.1526124489726046,1.3545999129779451,22.62559,Uncharacterized Secreted Protein
cgd4_3770-RA-p1,74,22.253099,0.0727,-,1.1379282806200057,1.347390500030682,-22.253099,Eukaryotic translation initiation factor 3 subunit C
cgd3_1400-RA-p1,75,21.741278,0.0776,-,1.1096348785518757,1.337285069282689,-21.741278,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
cgd8_4310-RA-p1,76,21.373716,0.08118,+,1.0900697402471693,1.3298800344708992,21.373716,PH domain-like protein
cgd1_3500-RA-p1,77,21.242070000000002,0.08169,+,1.0873528937816828,1.3271968356567803,21.242070000000002,Thrombospondin related adhesive protein
cgd6_1660-RA-p1,78,21.068576,0.08295,+,1.0807126594956173,1.323635183152409,21.068576,Uncharacterized protein with Thrombospondin type-1 (TSP1) repeat
cgd6_2210-RA-p1,79,20.718052,0.08684,+,1.0608303203748226,1.316348918765182,20.718052,Uncharacterized transmembrane Protein
cgd5_3210-RA-p1,80,20.091545999999997,0.095,-,1.0218651526017104,1.3030133560332788,-20.091545999999997,Uncharacterized protein
cgd4_740-RA-p1,81,20.049576000000002,0.095,+,1.0218651526017104,1.302105192776282,20.049576000000002,Thioredoxin peroxidase-like protein
cgd1_1250-RA-p1,82,19.930279000000002,0.095,-,1.0218651526017104,1.29951337834486,-19.930279000000002,Uncharacterized Secreted Protein (CpLSP gene family)
cgd5_3700-RA-p1,83,19.724132,0.09614,-,1.0166895142058845,1.2949979003020016,-19.724132,Sec1-like protein
cgd4_530-RA-p1,84,19.412164999999998,0.09845,+,1.0063874420611096,1.2880739740859106,19.412164999999998,26S proteasome regulatory subunit 5a with a vWA domain and two ubiquitin interacting motifs (UIM)
cgd3_3430-RA-p1,85,19.093498,0.102,+,0.9910167961845282,1.2808855000506139,19.093498,Amine oxidase
cgd2_1690-RA-p1,86,18.853787,0.10535,+,0.9769946027500653,1.2753985963463814,18.853787,Uncharacterized protein
cgd6_5280-RA-p1,87,18.770444,0.10535,+,0.9769946027500653,1.2734745456351644,18.770444,Uncharacterized protein
cgd8_4290-RA-p1,88,18.762133,0.10535,+,0.9769946027500653,1.2732822102408698,18.762133,PH domain-like protein
cgd1_1510-RA-p1,89,18.542107,0.10595999999999998,+,0.9744893271474194,1.2681590829088485,18.542107,Signal peptide region containing protein
cgd8_690-RA-p1,90,18.226618,0.11067,-,0.955617052926463,1.2607060915733606,-18.226618,Uncharacterized protein
cgd4_1650-RA-p1,91,18.16272,0.11067,+,0.955617052926463,1.259180887826786,18.16272,Thioredoxin
cgd7_1970-RA-p1,92,18.079722,0.11087000000000001,-,0.9548335519347715,1.2571917483299315,-18.079722,NPL4 Nuclear pore localisation protein Npl4 /Ubiquitin-like domain containing protein
cgd7_3800-RA-p1,93,17.960935,0.11183,-,0.9510922985162288,1.254328941171544,-17.960935,Uncharacterized Secreted Protein (CpLSP gene family)
cgd6_920-RA-p1,94,17.785113,0.11362,-,0.9442013404675194,1.2500566288763424,-17.785113,26s protease regulatory subunit P45
cgd7_3870-RA-p1,95,17.604495999999997,0.11632,-,0.9340097107662239,1.2456235961456477,-17.604495999999997,Uncharacterized Secreted Protein (CpLSP gene family)
cgd5_670-RA-p1,96,17.428425,0.11938,-,0.9227411363070519,1.2412581418595572,-17.428425,RuvB-like helicase
cgd4_450-RA-p1,97,17.059982,0.12505,-,0.9026038493584975,1.2319785686073075,-17.059982,Proteasome activator Blm10 mid region-containing protein
cgd6_5260-RA-p1,98,17.015786,0.12505,-,0.9026038493584975,1.2308520149997764,-17.015786,ABC transporter ATpase with 2 AAA domains
cgd6_3750-RA-p1,99,16.952802,0.12505,-,0.9026038493584975,1.2292414897112092,-16.952802,Alpha amylase
cgd4_1170-RA-p1,100,16.94878,0.12505,-,0.9026038493584975,1.2291384424602338,-16.94878,26S proteasome subunit P45
cgd2_2120-RA-p1,101,16.924079000000003,0.12505,+,0.9026038493584975,1.2285050439095522,16.924079000000003,High mobility group box domain containing protein
cgd5_4110-RA-p1,102,16.747332999999998,0.12549000000000002,+,0.9010795212776698,1.223945655814379,16.747332999999998,EF-hand domain containing protein
cgd1_870-RA-p1,103,16.358544000000002,0.13447,+,0.871084021546163,1.2137446464682287,16.358544000000002,Peptidyl-prolyl cis-trans isomerase
cgd8_4300-RA-p1,104,16.331579,0.13447,+,0.871084021546163,1.2130281760309323,16.331579,Uncharacterized protein
cgd1_2450-RA-p1,105,16.128107999999997,0.13714,-,0.8625509366596646,1.207583422977671,-16.128107999999997,ELP3-like acetyltransferase
cgd1_660-RA-p1,106,16.093966,0.13714,+,0.8625509366596646,1.2066630795044204,16.093966,Signal peptide region containing protein
cgd6_3630-RA-p1,107,16.044826,0.13714,+,0.8625509366596646,1.205335011699544,16.044826,Ankyrin repeat-containing protein
cgd6_2430-RA-p1,108,15.3764,0.1487,+,0.8274262562280289,1.186854668160917,15.3764,Nascent polypeptide-associated complex subunit beta
cgd6_3930-RA-p1,109,15.245023000000002,0.15156,+,0.8191575853533176,1.183128083917244,15.245023000000002,Uncharacterized protein
cgd8_2340-RA-p1,110,14.943217,0.15936,+,0.797375476421022,1.1744441031654431,14.943217,Cold-shock DNA-binding domain-containing protein
cgd8_1720-RA-p1,111,14.894822,0.15936,-,0.797375476421022,1.1730353175624966,-14.894822,Aldehyde/Alcohol dehydrogenase
cgd7_1490-RA-p1,112,14.867621,0.15936,-,0.797375476421022,1.172241481687439,-14.867621,Tryptophanyl-tRNA synthetase
cgd2_2580-RA-p1,113,14.795329999999998,0.15936,-,0.797375476421022,1.1701246562543888,-14.795329999999998,Uncharacterized protein
cgd2_4180-RA-p1,114,14.790616,0.15936,+,0.797375476421022,1.169986261882614,14.790616,Uncharacterized protein
cgd2_770-RA-p1,115,14.502162,0.1627,+,0.7883722768313833,1.1614327522126913,14.502162,Bacterial surface antigen (D15)
cgd5_3460-RA-p1,116,14.500682000000001,0.1627,-,0.7883722768313833,1.1613884285709288,-14.500682000000001,5-Nucleotidase/apyrase
cgd2_3350-RA-p1,117,14.458078,0.1627,+,0.7883722768313833,1.1601105633960254,14.458078,Uncharacterized protein
cgd6_263-RA-p1,118,14.422544,0.1627,-,0.7883722768313833,1.159041872568856,-14.422544,Coatomer beta
cgd1_1530-RA-p1,119,14.363032999999998,0.1627,-,0.7883722768313833,1.1572461582960845,-14.363032999999998,Rpn5 like 26S proteasomal regulatory subunit 12 with PCI domain
cgd2_860-RA-p1,120,14.347141,0.1627,-,0.7883722768313833,1.1567653664617121,-14.347141,Proteasome subunit beta type
cgd7_4810-RA-p1,121,14.265946,0.1627,+,0.7883722768313833,1.1543005757798273,14.265946,Fibronectin II collagen-binding/PA14 domain containing protein
cgd6_820-RA-p1,122,13.990654000000001,0.16738,+,0.7760629796800179,1.1458380162754254,13.990654000000001,Uncharacterized Secreted Protein
cgd5_1670-RA-p1,123,13.918123000000001,0.16764,+,0.7753892530216646,1.1435806702093794,13.918123000000001,Uncharacterized protein
cgd4_840-RA-p1,124,13.566635,0.1746,+,0.7577319551723123,1.1324721407948959,13.566635,60S ribosomal protein L24
cgd8_4060-RA-p1,125,13.234151,0.18544000000000002,-,0.7315858554234576,1.1216960855813145,-13.234151,26S proteasome regulatory subunit C-terminal/Proteasome component domain containing protein
cgd5_2780-RA-p1,126,13.225076000000001,0.18544000000000002,+,0.7315858554234576,1.1213981764566212,13.225076000000001,Plectin/S10 domain containing protein
cgd6_190-RA-p1,127,12.987430999999999,0.1915,-,0.7176271625756195,1.1135232532390467,-12.987430999999999,Pleckstrin homology domain containing protein
cgd3_2020-RA-p1,128,12.962602,0.1915,+,0.7176271625756195,1.1126921867828539,12.962602,Protein phosphatase 2C
cgd8_1530-RA-p1,129,12.85613,0.19326,-,0.7136558235909157,1.1091102553232095,-12.85613,Ubiquitin carboxyl terminal hydrolase domain fused to a MATH domain
cgd6_5330-RA-p1,130,12.748547,0.19569,-,0.7082316758284815,1.1054606894098746,-12.748547,Uncharacterized protein
cgd3_510-RA-p1,131,12.6098,0.19794,+,0.7032690125287523,1.1007081984219953,12.6098,GDP-fucose transporter
cgd6_1030-RA-p1,132,12.538064,0.2,+,0.6987746157782914,1.09823048234581,12.538064,Uncharacterized protein
cgd1_2560-RA-p1,133,12.497865,0.2,+,0.6987746157782914,1.0968358291750675,12.497865,Tom40p like translocase
cgd5_3740-RA-p1,134,12.474374000000001,0.2,+,0.6987746157782914,1.0960187606948564,12.474374000000001,50S ribosomal protein L7e/L30e/S12e/Gadd45
cgd5_1760-RA-p1,135,12.383168,0.20081,+,0.6970200632517508,1.0928317649516008,12.383168,H/ACA ribonucleoprotein complex subunit
cgd1_440-RA-p1,136,12.304947,0.20235,+,0.69370367136325,1.0900797474449886,12.304947,Signal peptidase I
cgd8_3430-RA-p1,137,12.256608,0.20292000000000002,-,0.6924825687968685,1.0883702963890218,-12.256608,"Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase"
cgd3_2890-RA-p1,138,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Pre-mRNA-processing-splicing factor 8
cgd3_280-RA-p1,139,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,mRNA translation inhibitor SKI2 SFII helicase
cgd6_1180-RA-p1,140,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Uncharacterized Secreted Protein
cgd2_3210-RA-p1,141,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Uncharacterized protein
cgd3_1173-RA-p1,142,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,E3A like HECT domain containing ubiquitin protein ligase
cgd1_3240-RA-p1,143,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Uncharacterized protein
cgd7_2600-RA-p1,144,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,WD40/YVTN repeat-like-containing domain
cgd6_1340-RA-p1,145,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Calycin/START domain containing protein
cgd5_3130-RA-p1,146,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,EF-hand domain containing protein
cgd8_420-RA-p1,147,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Uncharacterized protein
cgd3_3210-RA-p1,148,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,HAD-like/Lipin_domain_containing_protein(PV1H14080_P)
cgd5_310-RA-p1,149,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,PolyPPase VTC4 like
cgd3_3060-RA-p1,150,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,exportin 1
cgd6_4290-RA-p1,151,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,MATH/TRAF domain/WD40/YVTN repeat containing protein
cgd7_5440-RA-p1,152,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Uncharacterized protein
cgd5_730-RA-p1,153,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,DNA-directed RNA polymerase subunit
cgd7_4990-RA-p1,154,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Ubiquitin ligase with a HECT domain at the C-terminus
cgd1_2770-RA-p1,155,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,DNA-directed RNA polymerase subunit beta
cgd6_4550-RA-p1,156,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Ubiquitinyl hydrolase
cgd6_5250-RA-p1,157,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Transcription elongation factor Spt6
cgd3_1480-RA-p1,158,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Pp2c protein phosphatase 2 C
cgd5_4430-RA-p1,159,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,WD40-repeat-containing protein
cgd6_5380-RA-p1,160,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Uncharacterized protein
cgd8_4240-RA-p1,161,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Cleavage/polyadenylation specificity factor subunit A
cgd7_4530-RA-p1,162,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Uncharacterized Protein
cgd7_2820-RA-p1,163,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Uncharacterized protein
cgd5_1310-RA-p1,164,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,CS domain containing protein
Cgd5_540-RA-p1,165,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Uncharacterized protein
cgd2_3360-RA-p1,166,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Uncharacterized protein
cgd3_1180-RA-p1,167,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,E3 ubiquitin ligase
cgd5_2250-RA-p1,168,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Uncharacterized protein
cgd4_850-RA-p1,169,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Uncharacterized Secreted Protein (CpLSP gene family)
cgd6_840-RA-p1,170,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,"Peptidase A22B, signal peptide peptidase"
cgd6_3280-RA-p1,171,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,"Glycogen branching enzyme (1,4-alpha-glucan branching enzyme)"
cgd4_2580-RA-p1,172,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Oxysterol-binding/PH domain containing protein
cgd6_2080-RA-p1,173,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Kem1p-like 5-3 exonuclease
cgd8_750-RA-p1,174,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Cyclic nucleotide (CGMP)-dependent protein kinase with 3 cNMP binding domains and a Ser/Thr kinase domain
cgd1_700-RA-p1,175,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,ABC transporter
cgd6_2070-RA-p1,176,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Clathrin/coatomer adaptor N-terminal
cgd7_3350-RA-p1,177,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Eukaryotic DNA topoisomerase I
cgd8_4760-RA-p1,178,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Arginine n-methyltransferase
cgd8_4910-RA-p1,179,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,"Exonuclease, RNase T/DNA polymerase III"
cgd4_2510-RA-p1,180,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Uncharacterized protein
cgd6_2060-RA-p1,181,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,"Cdc39p protein-like C-terminal Not1, CCR4-Not complex component Not1"
cgd6_2390-RA-p1,182,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,DNA topoisomerase
cgd8_1120-RA-p1,183,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,HBS1 eRFS. GTpase. (RNA metabolism translation)
cgd4_2690-RA-p1,184,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Sec7 domain containing protein
cgd7_1610-RA-p1,185,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Nucleoporin interacting component Nup93/Nic96
cgd7_1170-RA-p1,186,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Ringfinger+4xC2H2+littlefinger domain-containing protein
cgd4_180-RA-p1,187,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Dos2-interacting transcription regulator of RNA-Pol-II
cgd1_3730-RA-p1,188,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Glucosamine-fructose-6-phosphate aminotransferase/Sugar isomerase (SIS)
cgd6_3390-RA-p1,189,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Phosphatidylinositol kinase
cgd6_3960-RA-p1,190,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,GTP-binding elongation factor protein
cgd1_1230-RA-p1,191,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Signal peptide region containing protein
cgd8_4850-RA-p1,192,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,SUN/Galactose-binding domain containing protein
cgd4_4090-RA-p1,193,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,SEC14
cgd1_1950-RA-p1,194,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Uncharacterized protein with RING-type Zinc finger and CDC48 domain 2
cgd7_2340-RA-p1,195,12.208072,0.21166999999999997,-,0.6741560717067082,1.0866470819730667,-12.208072,Uncharacterized Protein
cgd8_2110-RA-p1,196,12.208072,0.21166999999999997,+,0.6741560717067082,1.0866470819730667,12.208072,MIR motif-containing 39-like glycosyltransferase
cgd3_1780-RA-p1,197,12.208072,0.21166999999999997,+,0.6741560717067082,1.0866470819730667,12.208072,Uncharacterized protein
